Bird, MEX, 0472c62d-66de-49a6-8e07-cc7d00f6eef2, 76, 10270, No update data, 9g3qx2s2hy32
Bird, PBC, d3e2fe89-7363-426f-b300-ab352df9367d, 100, 14863, No update data, 9g6h7jdrvswn
Bird, PBC, aec832b3-ede7-461e-b58c-a7fa79c49d60, 100, 14863, No update data, 9g6h7jdru2n3
Bird, PBC, be0f4964-2c0e-47b9-bb17-18cf97a6d631, 96, 10030, No update data, 9g6h7jmkn3h9
Bird, PBC, 1aa74363-d264-40bd-bf5b-c107e32d0ade, 83, 12024, No update data, 9g6h7jmkp0kj
Bird, PBC, 0f3dba43-0d10-4bc8-86d3-e046ef509b53, 100, 14863, No update data, 9g6h7jm7zjuj
Bird, PBC, d5bf17ef-f8cd-4ee2-9b71-f0c37cd39729, 72, 10187, No update data, 9g6h7jk9hm2h
Bird, PBC, 90405045-8001-49f1-a02a-a24504ad8b95, 70, 9853, No update data, 9g6h7jk9j26v
Bird, PBC, 39b22b99-e3c9-4ffe-b2ec-69cb5180ce1d, 67, 9352, No update data, 9g6h7jm9de8m
Bird, PBC, 2eb776f3-e8bc-4cdd-ae92-e38404612675, 76, 10855, No update data, 9g6h7jx0h177
Bird, PBC, a5286a54-9879-4cce-98e2-0e542ef32de1, 100, 14863, No update data, 9g6h7jq30yh0
Bird, PBC, f2f38284-b6bc-477e-aecb-83d741078582, 100, 14863, No update data, 9g6h7jq31nr6
Bird, PBC, 530d6b17-82a0-49ac-ad4b-f4871f2827f8, 100, 14863, No update data, 9g6h7jq362f1
Bird, PBC, 7a889905-5345-4608-8295-83ab8c14e60d, 100, 14863, No update data, 9g6h7jq34341
Bird, PBC, afc8067e-7b8b-4fbe-80dc-e1be52292709, 100, 14863, No update data, 9g6h7jnkycvu
Bird, PBC, c9a4c41e-3504-44a3-a959-eff4ebe0eabc, 100, 14863, No update data, 9g6h7jnkwymz
Bird, PBC, 438a6b8a-c34f-4328-a7b2-18b54c3416e4, 79, 11356, No update data, 9g6h7hut4t2h
Bird, PBC, 07ba914f-4c0f-40ba-a297-6346a40be63f, 100, 14863, No update data, 9g6h7hut5j06
Bird, PBC, 7bb4253b-c32d-4050-a797-6f6906e5e4cd, 100, 14863, No update data, 9g6h7jnc4k4h
Bird, PBC, f63dfd22-5c2f-4afd-9e58-3c345911a2fa, 100, 14863, No update data, 9g6h7jnc4ug2
Bird, PBC, bc94efbb-281e-4857-9f33-cfa88b988983, 53, 7014, No update data, 9g6h7jnbfxv3
Bird, PBC, 00e225d1-a1e6-4483-a222-f661c46c6aa1, 100, 14863, No update data, 9g6h7hsrtkdg
Bird, PBC, f6df7fb5-56a8-44c4-a76a-4086d9f8f528, 100, 14863, No update data, 9g6h7hsrtgur
Bird, PBC, 9cb3d41d-b9b0-485a-bb37-8aa2500f20c1, 78, 11189, No update data, 9g6h7hsrtcu3
Bird, PBC, ea4d32a7-47d7-4d58-9a1b-666ecb2de1f4, 100, 14863, No update data, 9g6h7hsrjxnp
Bird, PBC, eb474ebf-d311-4cc9-9656-c7a9533a333d, 73, 10354, No update data, 9g6h7kcjyx4v
Bird, PBC, 27f15815-07a0-406e-a2b6-11305679382e, 100, 14863, No update data, 9g6h7kcjy53m
Bird, PBC, 90a42abe-2cea-4582-8cbd-f5cc355a856c, 100, 14863, No update data, 9g6h7kcjykst
Bird, PBC, c2cb6cc3-d3ba-48cc-a665-1cf114d262e3, 100, 14863, No update data, 9g6h7kcjvbeh
Bird, PBC, 366f0c23-1656-478e-b39e-c003a438f485, 85, 12358, No update data, 9g6h7kcjyedz
Bird, PBC, 6e2d6089-9385-494e-abcf-9f56bd8a7177, 100, 14863, No update data, 9g6h7kcjy6hw
Bird, PBC, 996210da-6d2a-485d-940a-ac3a49cb6e1b, 94, 13861, No update data, 9g6h7kcjybyn
Bird, PBC, 4379f419-4c69-4f35-bbe2-4692dfd64163, 100, 14863, No update data, 9g6h7kepjjkg
Bird, PBC, 7715ad14-2e09-42e8-95cc-788eb13b76b1, 79, 11356, No update data, 9g6h7kepjhub
Bird, PBC, 61ff65d4-0520-4345-b346-f6dbf662af7a, 100, 14863, No update data, 9g6h7kepjtwm
Bird, PBC, 00a5c2e6-5896-4f79-8fed-c69d6c37baa4, 100, 14863, No update data, 9g6h7k6xjwq3
Bird, PBC, e36778b7-9c3f-4662-9165-8b69de6e8151, 100, 14863, No update data, 9g6h7k6xnefc
Bird, PBC, bc9efe6f-0acb-4eab-9310-b69939a20c73, 100, 14863, No update data, 9g6h7kmqpupe
